book_id,ni,ri,group
1161,1332,3.96,G10
1162,657,3.4,G9
1163,1154,3.71,G10
1164,1109,3.86,G10
1165,873,4.09,G10
1166,438,3.91,G10
1167,1307,3.93,G10
1168,1166,3.98,G10
1169,1046,4.24,G10
1170,813,4.19,G10
1171,1056,3.71,G10
1172,1049,3.9,G10
1173,1094,3.61,G10
1174,1105,3.39,G9
1175,947,4.09,G10
1176,1257,4.12,G10
1177,751,3.8,G10
1178,1435,3.83,G10
1179,1138,4.11,G10
1180,511,4.14,G10
1181,1201,4.03,G10
1182,1036,3.9,G10
1183,238,4.34,G10
1184,1201,3.74,G10
1185,1357,3.96,G10
1186,1527,3.63,G10
1187,1093,3.78,G10
1188,510,3.64,G10
1189,353,3.52,G10
1190,1136,3.97,G10
1191,1065,3.86,G10
1192,827,4.26,G10
1193,783,3.74,G10
1194,406,3.93,G10
1195,1222,3.9,G10
1196,1445,4.09,G10
1197,642,3.95,G10
1198,1012,4.23,G10
1199,914,4.17,G10
1200,1195,4.14,G10
1201,1384,3.68,G10
1202,1483,3.82,G10
1203,817,4.27,G10
1204,1189,3.57,G10
1205,850,4.06,G10
1206,644,3.38,G9
1207,1346,3.89,G10
1208,1474,3.78,G10
1209,712,3.62,G10
1210,1326,4.16,G10
1211,1193,4.13,G10
1212,1035,3.74,G10
1213,1237,3.59,G10
1214,1369,3.59,G10
1215,720,3.75,G10
1216,1019,4.04,G10
1217,1296,3.99,G10
1218,658,4.07,G10
1219,817,4.05,G10
1220,1187,3.58,G10
1221,1020,3.63,G10
1222,1314,3.81,G10
1223,1150,4.3,G10
1224,696,4.03,G10
1225,1101,3.86,G10
1226,1179,4.03,G10
1227,811,3.97,G10
1228,1245,4.21,G10
1229,967,4.23,G10
1230,970,4.12,G10
1231,1136,3.67,G10
1232,1170,4.03,G10
1233,1022,3.81,G10
1234,1084,3.95,G10
1235,777,4.24,G10
1236,917,3.47,G9
1237,1087,4.02,G10
1238,1002,4.05,G10
1239,774,3.89,G10
1240,640,4.25,G10
1241,577,3.92,G10
1242,1066,3.82,G10
1243,842,4.03,G10
1244,671,3.8,G10
1245,1276,3.63,G10
1246,1142,4.05,G10
1247,1083,3.92,G10
1248,1507,4.01,G10
1249,1293,3.74,G10
1250,818,3.77,G10
1251,724,4.09,G10
1252,1118,3.94,G10
1253,1089,4.07,G10
1254,954,4.13,G10
1255,1103,3.49,G9
1256,1089,4.23,G10
1257,954,4.1,G10
1258,1098,3.88,G10
1259,913,4.25,G10
1260,950,3.71,G10
1261,1452,3.86,G10
1262,1171,3.82,G10
1263,891,4.04,G10
1264,1078,4.56,G10
1265,1002,4.46,G10
1266,961,4.1,G10
1267,1138,4.0,G10
1268,784,3.66,G10
1269,1023,3.96,G10
1270,685,3.74,G10
1271,930,3.77,G10
1272,1382,3.83,G10
1273,989,3.97,G10
1274,1076,4.32,G10
1275,1031,4.28,G10
1276,711,3.99,G10
1277,581,3.93,G10
1278,1162,4.01,G10
1279,861,3.74,G10
1280,1206,3.75,G10
1281,964,3.6,G10
1282,752,3.64,G10
1283,857,3.71,G10
1284,572,3.98,G10
1285,673,3.98,G10
1286,954,3.73,G10
1287,897,4.22,G10
1288,1259,4.05,G10
1289,1072,3.87,G10
1290,1100,3.77,G10
1291,982,4.17,G10
1292,1046,4.2,G10
1293,936,3.97,G10
1294,757,3.87,G10
1295,899,4.12,G10
1296,1117,3.54,G10
1297,629,3.64,G10
1298,835,4.06,G10
1299,1047,3.92,G10
1300,927,3.98,G10
1301,1120,3.62,G10
1302,847,3.62,G10
1303,811,3.87,G10
1304,1187,4.24,G10
1305,1117,4.04,G10
1306,979,3.17,G9
1307,675,3.61,G10
1308,933,4.72,G10
1309,558,3.77,G10
1310,1048,4.1,G10
1311,1207,3.38,G9
1312,997,3.76,G10
1313,732,4.37,G10
1314,822,3.93,G10
1315,725,4.04,G10
1316,1266,3.55,G10
1317,1072,3.59,G10
1318,608,3.94,G10
1319,1130,3.88,G10
1320,1003,4.4,G10
1321,400,4.2,G10
1322,1052,4.13,G10
1323,947,3.63,G10
1324,800,3.84,G10
1325,975,3.98,G10
1326,1000,4.04,G10
1327,1026,4.02,G10
1328,713,4.11,G10
1329,869,4.08,G10
1330,764,3.92,G10
1331,864,4.24,G10
1332,1150,3.9,G10
1333,417,3.93,G10
1334,1169,3.31,G9
1335,930,4.01,G10
1336,951,4.2,G10
1337,1111,4.31,G10
1338,735,4.1,G10
1339,1219,3.79,G10
1340,1149,4.36,G10
1341,1053,4.33,G10
1342,1135,4.41,G10
1343,1137,3.85,G10
1344,833,3.84,G10
1345,853,3.8,G10
1346,896,4.15,G10
1347,942,3.7,G10
1348,1132,4.07,G10
1349,502,4.08,G10
1350,924,4.24,G10
1351,855,3.96,G10
1352,419,4.19,G10
1353,1068,4.37,G10
1354,1046,3.9,G10
1355,246,4.48,G10
1356,844,4.16,G10
1357,749,3.74,G10
1358,895,4.1,G10
1359,881,4.11,G10
1360,1258,3.78,G10
1361,1008,3.85,G10
1362,1233,3.74,G10
1363,1136,4.34,G10
1364,804,4.09,G10
1365,1242,3.87,G10
1366,950,3.77,G10
1367,1490,4.08,G10
1368,1177,4.21,G10
1369,750,3.79,G10
1370,714,4.17,G10
1371,577,4.06,G10
1372,387,3.71,G10
1373,1261,3.86,G10
1374,1006,4.48,G10
1375,716,3.37,G9
1376,355,3.99,G10
1377,690,4.25,G10
1378,935,3.85,G10
1379,848,3.84,G10
1380,897,4.52,G10
1381,1227,3.84,G10
1382,1028,4.06,G10
1383,1038,4.07,G10
1384,661,4.02,G10
1385,1042,3.84,G10
1386,973,3.73,G10
1387,339,3.75,G10
1388,1104,3.75,G10
1389,795,3.45,G9
1390,1076,4.01,G10
1391,938,3.79,G10
1392,790,3.7,G10
1393,1027,3.93,G10
1394,1133,4.34,G10
1395,681,3.41,G9
1396,752,3.89,G10
1397,909,4.02,G10
1398,1065,3.45,G9
1399,676,4.17,G10
1400,1022,3.94,G10
1401,470,3.9,G10
1402,1156,4.13,G10
1403,885,3.86,G10
1404,501,3.9,G10
1405,1076,3.94,G10
1406,826,3.98,G10
1407,1146,3.6,G10
1408,490,4.17,G10
1409,283,2.51,G8
1410,867,4.12,G10
1411,1112,3.92,G10
1412,797,4.12,G10
1413,824,3.9,G10
1414,711,3.69,G10
1415,268,3.94,G10
1416,882,4.29,G10
1417,594,3.12,G9
1418,951,3.94,G10
1419,995,4.39,G10
1420,624,4.12,G10
1421,960,3.35,G9
1422,433,4.19,G10
1423,1286,3.49,G9
1424,917,3.9,G10
1425,814,3.77,G10
1426,884,3.69,G10
1427,938,3.75,G10
1428,334,4.01,G10
1429,785,4.15,G10
1430,655,3.21,G9
1431,1109,4.02,G10
1432,827,3.37,G9
1433,860,3.51,G10
1434,1254,3.66,G10
1435,1350,4.2,G10
1436,852,3.35,G9
1437,772,4.04,G10
1438,492,3.62,G10
1439,1034,3.6,G10
1440,642,4.07,G10
1441,769,4.09,G10
1442,897,3.4,G9
1443,322,3.71,G10
1444,575,4.02,G10
1445,757,3.78,G10
1446,287,3.57,G10
1447,1065,4.24,G10
1448,987,3.94,G10
1449,933,3.84,G10
1450,1103,4.35,G10
1451,476,4.31,G10
1452,927,3.92,G10
1453,719,3.96,G10
1454,1040,3.88,G10
1455,1006,3.67,G10
1456,611,4.14,G10
1457,1143,3.34,G9
1458,1058,3.92,G10
1459,700,3.63,G10
1460,924,3.99,G10
1461,758,4.3,G10
1462,1063,4.06,G10
1463,904,4.01,G10
1464,812,4.3,G10
1465,1259,3.97,G10
1466,859,4.17,G10
1467,809,3.73,G10
1468,609,3.75,G10
1469,1060,4.08,G10
1470,583,3.95,G10
1471,691,4.11,G10
1472,881,4.25,G10
1473,872,4.04,G10
1474,965,4.06,G10
1475,335,3.54,G10
1476,964,3.88,G10
1477,978,3.88,G10
1478,992,4.05,G10
1479,993,4.04,G10
1480,1007,4.23,G10
1481,1115,3.1,G9
1482,950,3.63,G10
1483,863,4.27,G10
1484,880,4.08,G10
1485,718,3.68,G10
1486,990,4.03,G10
1487,753,4.18,G10
1488,873,4.05,G10
1489,1119,4.18,G10
1490,961,3.96,G10
1491,857,3.68,G10
1492,905,4.17,G10
1493,1139,4.0,G10
1494,602,3.81,G10
1495,542,4.03,G10
1496,689,4.48,G10
1497,1179,4.03,G10
1498,1262,3.71,G10
1499,811,4.3,G10
1500,717,3.8,G10
1501,900,3.66,G10
1502,864,4.15,G10
1503,874,4.05,G10
1504,563,4.22,G10
1505,799,4.22,G10
1506,514,3.31,G9
1507,447,4.05,G10
1508,797,3.51,G10
1509,987,3.87,G10
1510,346,4.14,G10
1511,878,3.78,G10
1512,522,4.07,G10
1513,839,4.29,G10
1514,742,4.13,G10
1515,677,4.14,G10
1516,554,3.8,G10
1517,998,3.88,G10
1518,1104,3.84,G10
1519,914,4.13,G10
1520,1046,3.96,G10
1521,1025,3.52,G10
1522,887,3.58,G10
1523,700,3.67,G10
1524,770,3.93,G10
1525,1103,3.63,G10
1526,1325,3.18,G9
1527,491,4.14,G10
1528,820,3.69,G10
1529,525,3.39,G9
1530,1197,4.12,G10
1531,776,3.9,G10
1532,785,3.59,G10
1533,1052,3.58,G10
1534,785,3.99,G10
1535,739,3.99,G10
1536,891,3.82,G10
1537,848,3.71,G10
1538,934,3.34,G9
1539,943,3.99,G10
1540,721,3.8,G10
1541,679,4.15,G10
1542,708,3.75,G10
1543,813,3.65,G10
1544,773,3.75,G10
1545,1066,4.38,G10
1546,750,4.15,G10
1547,928,2.94,G8
1548,943,4.13,G10
1549,948,3.83,G10
1550,571,3.87,G10
1551,605,3.71,G10
1552,1036,4.23,G10
1553,950,4.01,G10
1554,772,4.19,G10
1555,1022,3.65,G10
1556,859,4.27,G10
1557,829,4.04,G10
1558,531,4.17,G10
1559,675,3.77,G10
1560,724,3.7,G10
1561,1045,4.02,G10
1562,808,4.14,G10
1563,592,3.74,G10
1564,1056,3.62,G10
1565,849,3.14,G9
1566,1195,3.25,G9
1567,994,3.66,G10
1568,748,4.47,G10
1569,1113,4.06,G10
1570,922,3.83,G10
1571,887,3.34,G9
1572,879,4.36,G10
1573,953,3.56,G10
1574,960,3.96,G10
1575,578,3.71,G10
1576,984,3.92,G10
1577,640,4.47,G10
1578,887,3.95,G10
1579,549,3.66,G10
1580,972,3.62,G10
1581,1069,4.19,G10
1582,926,3.82,G10
1583,649,3.59,G10
1584,1128,4.07,G10
1585,770,3.77,G10
1586,816,3.75,G10
1587,819,3.76,G10
1588,1063,3.55,G10
1589,998,3.81,G10
1590,1052,3.87,G10
1591,868,4.05,G10
1592,994,3.48,G9
1593,780,4.0,G10
1594,593,3.84,G10
1595,357,4.24,G10
1596,704,3.31,G9
1597,809,4.32,G10
1598,982,3.85,G10
1599,684,3.98,G10
1600,845,4.0,G10
1601,488,3.92,G10
1602,1043,4.46,G10
1603,984,4.39,G10
1604,410,4.1,G10
1605,1067,3.68,G10
1606,1023,4.03,G10
1607,781,4.08,G10
1608,545,3.77,G10
1609,233,4.34,G10
1610,872,3.81,G10
1611,601,4.1,G10
1612,574,3.92,G10
1613,599,3.67,G10
1614,525,3.99,G10
1615,510,4.13,G10
1616,653,3.82,G10
1617,800,4.08,G10
1618,469,4.54,G10
1619,383,4.25,G10
1620,818,3.92,G10
1621,498,3.86,G10
1622,1109,3.77,G10
1623,614,4.26,G10
1624,665,3.81,G10
1625,461,3.65,G10
1626,583,4.23,G10
1627,1015,4.02,G10
1628,744,4.1,G10
1629,853,4.04,G10
1630,1035,4.4,G10
1631,740,3.92,G10
1632,860,4.22,G10
1633,1026,3.6,G10
1634,699,3.95,G10
1635,697,4.15,G10
1636,828,4.31,G10
1637,450,3.75,G10
1638,841,3.83,G10
1639,965,3.74,G10
1640,1082,3.23,G9
1641,1145,3.94,G10
1642,926,3.91,G10
1643,879,4.04,G10
1644,1027,3.88,G10
1645,652,3.69,G10
1646,1007,3.8,G10
1647,342,4.12,G10
1648,909,4.06,G10
1649,833,3.81,G10
1650,992,4.06,G10
1651,700,4.37,G10
1652,538,4.01,G10
1653,824,4.26,G10
1654,942,4.46,G10
1655,884,3.33,G9
1656,705,4.3,G10
1657,736,4.08,G10
1658,755,4.03,G10
1659,834,3.96,G10
1660,739,3.78,G10
1661,649,3.77,G10
1662,849,3.96,G10
1663,438,3.27,G9
1664,903,4.04,G10
1665,866,4.09,G10
1666,806,4.21,G10
1667,621,3.83,G10
1668,785,4.35,G10
1669,594,3.5,G9
1670,687,4.07,G10
1671,766,4.04,G10
1672,659,4.12,G10
1673,494,4.12,G10
1674,659,3.69,G10
1675,882,3.66,G10
1676,850,3.8,G10
1677,997,3.39,G9
1678,769,4.08,G10
1679,1080,4.06,G10
1680,615,3.98,G10
1681,1210,3.5,G9
1682,1004,3.82,G10
1683,492,4.09,G10
1684,370,4.01,G10
1685,793,3.68,G10
1686,804,3.89,G10
1687,759,4.26,G10
1688,877,3.48,G9
1689,719,3.97,G10
1690,1010,4.18,G10
1691,601,3.89,G10
1692,519,3.42,G9
1693,875,4.0,G10
1694,984,3.98,G10
1695,1123,4.0,G10
1696,715,3.75,G10
1697,378,3.69,G10
1698,869,4.05,G10
1699,793,3.94,G10
1700,815,3.9,G10
1701,586,3.25,G9
1702,689,4.04,G10
1703,543,3.78,G10
1704,811,4.11,G10
1705,344,4.15,G10
1706,968,4.11,G10
1707,1124,3.95,G10
1708,873,3.29,G9
1709,798,3.88,G10
1710,782,3.87,G10
1711,588,3.49,G9
1712,683,3.86,G10
1713,538,3.58,G10
1714,1090,3.9,G10
1715,676,4.07,G10
1716,680,4.09,G10
1717,858,4.31,G10
1718,848,3.65,G10
1719,847,3.79,G10
1720,521,3.91,G10
1721,498,4.23,G10
1722,964,4.19,G10
1723,780,4.37,G10
1724,483,3.89,G10
1725,578,3.74,G10
1726,577,3.88,G10
1727,889,3.97,G10
1728,726,4.04,G10
1729,746,3.86,G10
1730,718,3.32,G9
1731,628,4.15,G10
1732,482,3.94,G10
1733,915,3.57,G10
1734,664,4.34,G10
1735,596,3.57,G10
1736,673,4.03,G10
1737,801,3.74,G10
1738,657,4.06,G10
1739,1190,3.74,G10
1740,805,3.41,G9
1741,858,3.97,G10
1742,754,3.77,G10
1743,758,3.99,G10
1744,609,3.8,G10
1745,768,3.8,G10
1746,710,3.98,G10
1747,292,4.22,G10
1748,700,3.5,G9
1749,428,3.88,G10
1750,304,4.04,G10
1751,623,4.09,G10
1752,912,3.96,G10
1753,689,4.09,G10
1754,480,4.43,G10
1755,519,3.73,G10
1756,261,4.11,G10
1757,750,3.93,G10
1758,717,3.92,G10
1759,759,3.92,G10
1760,552,4.26,G10
1761,468,3.84,G10
1762,820,3.52,G10
1763,738,3.87,G10
1764,712,3.99,G10
1765,773,3.98,G10
1766,879,3.91,G10
1767,545,3.96,G10
1768,990,4.04,G10
1769,707,4.04,G10
1770,773,3.97,G10
1771,646,3.79,G10
1772,1032,4.16,G10
1773,552,4.28,G10
1774,884,3.86,G10
1775,868,4.21,G10
1776,711,3.95,G10
1777,190,3.83,G10
1778,286,3.98,G10
1779,733,3.99,G10
1780,531,3.95,G10
1781,601,4.28,G10
1782,755,4.16,G10
1783,896,3.71,G10
1784,658,4.18,G10
1785,903,3.92,G10
1786,824,3.75,G10
1787,328,3.53,G10
1788,652,4.73,G10
1789,551,3.72,G10
1790,572,3.65,G10
1791,684,3.41,G9
1792,626,4.17,G10
1793,295,2.08,G7
1794,877,3.53,G10
1795,1112,3.68,G10
1796,890,3.69,G10
1797,768,3.65,G10
1798,726,3.88,G10
1799,550,4.05,G10
1800,650,3.94,G10
1801,857,3.57,G10
1802,876,3.54,G10
1803,604,3.45,G9
1804,824,3.67,G10
1805,453,4.06,G10
1806,822,3.76,G10
1807,736,3.99,G10
1808,807,4.38,G10
1809,757,4.03,G10
1810,676,3.76,G10
1811,825,3.59,G10
1812,657,4.1,G10
1813,637,3.99,G10
1814,681,3.84,G10
1815,565,4.29,G10
1816,750,3.75,G10
1817,536,3.78,G10
1818,748,4.24,G10
1819,820,3.66,G10
1820,555,3.88,G10
1821,951,3.95,G10
1822,201,2.49,G7
1823,927,4.19,G10
1824,459,3.67,G10
1825,898,4.06,G10
1826,796,4.06,G10
1827,874,3.85,G10
1828,402,4.12,G10
1829,633,3.82,G10
1830,608,3.37,G9
1831,642,3.96,G10
1832,661,3.97,G10
1833,673,4.31,G10
1834,791,3.61,G10
1835,498,3.51,G10
1836,562,4.33,G10
1837,736,4.03,G10
1838,753,4.18,G10
1839,602,3.82,G10
1840,564,4.0,G10
1841,644,3.59,G10
1842,668,3.79,G10
1843,837,3.23,G9
1844,290,3.76,G10
1845,895,3.85,G10
1846,477,3.67,G10
1847,601,4.01,G10
1848,667,3.76,G10
1849,579,3.93,G10
1850,584,3.67,G10
1851,581,4.25,G10
1852,336,4.04,G10
1853,529,3.57,G10
1854,500,3.88,G10
1855,376,3.91,G10
1856,604,3.83,G10
1857,762,4.27,G10
1858,718,3.87,G10
1859,735,4.15,G10
1860,616,3.96,G10
1861,567,3.47,G9
1862,662,3.88,G10
1863,732,4.28,G10
1864,805,3.94,G10
1865,348,4.02,G10
1866,771,3.07,G9
1867,749,3.55,G10
1868,667,4.0,G10
1869,716,4.08,G10
1870,762,3.97,G10
1871,675,4.07,G10
1872,528,3.84,G10
1873,851,3.56,G10
1874,746,3.8,G10
1875,534,4.16,G10
1876,713,4.05,G10
1877,874,4.18,G10
1878,907,3.41,G9
1879,669,3.29,G9
1880,567,4.11,G10
1881,715,3.94,G10
1882,622,3.91,G10
1883,469,4.14,G10
1884,632,4.04,G10
1885,939,3.78,G10
1886,644,4.11,G10
1887,854,3.97,G10
1888,625,4.05,G10
1889,734,4.28,G10
1890,747,4.35,G10
1891,738,4.34,G10
1892,806,3.71,G10
1893,445,3.91,G10
1894,593,3.18,G9
1895,862,4.45,G10
1896,705,3.95,G10
1897,434,3.82,G10
1898,689,4.16,G10
1899,711,3.53,G10
1900,1013,3.81,G10
1901,762,4.45,G10
1902,851,3.59,G10
1903,788,3.86,G10
1904,208,4.45,G10
1905,583,4.43,G10
1906,538,3.99,G10
1907,709,4.1,G10
1908,695,3.42,G9
1909,557,4.32,G10
1910,844,4.06,G10
1911,790,3.93,G10
1912,782,3.8,G10
1913,476,3.78,G10
1914,694,4.04,G10
1915,544,3.93,G10
1916,979,3.86,G10
1917,675,3.43,G9
1918,703,3.79,G10
1919,466,3.65,G10
1920,647,3.72,G10
1921,605,4.06,G10
1922,731,3.76,G10
1923,722,3.67,G10
1924,912,4.21,G10
1925,467,4.13,G10
1926,405,4.04,G10
1927,585,3.94,G10
1928,686,3.56,G10
1929,203,4.1,G10
1930,567,4.09,G10
1931,807,3.96,G10
1932,718,4.18,G10
1933,259,3.33,G9
1934,509,3.35,G9
1935,33,3.76,G10
1936,842,3.62,G10
1937,715,3.83,G10
1938,953,3.59,G10
1939,600,4.12,G10
1940,677,3.78,G10
1941,680,3.72,G10
1942,485,3.72,G10
1943,673,3.55,G10
1944,721,3.98,G10
1945,776,4.23,G10
1946,751,4.26,G10
1947,417,3.8,G10
1948,640,3.94,G10
1949,830,3.9,G10
1950,408,4.11,G10
1951,565,4.22,G10
1952,553,4.12,G10
1953,904,3.92,G10
1954,756,3.89,G10
1955,470,3.67,G10
1956,921,4.19,G10
1957,877,3.94,G10
1958,607,3.76,G10
1959,905,3.89,G10
1960,406,3.81,G10
1961,751,4.06,G10
1962,707,4.36,G10
1963,696,3.98,G10
1964,747,4.24,G10
1965,592,3.85,G10
1966,559,4.09,G10
1967,445,4.13,G10
1968,656,3.91,G10
1969,642,3.84,G10
1970,927,3.84,G10
1971,544,3.73,G10
1972,684,4.08,G10
1973,368,3.58,G10
1974,765,3.81,G10
1975,836,3.92,G10
1976,729,3.89,G10
1977,826,3.91,G10
1978,698,3.87,G10
1979,842,3.27,G9
1980,857,4.04,G10
1981,486,3.8,G10
1982,587,3.47,G9
1983,688,3.69,G10
1984,819,4.18,G10
1985,343,3.81,G10
1986,691,3.75,G10
1987,889,4.04,G10
1988,403,3.8,G10
1989,749,3.67,G10
1990,703,3.91,G10
1991,586,3.72,G10
1992,219,4.05,G10
1993,879,3.59,G10
1994,681,4.15,G10
1995,483,4.46,G10
1996,602,3.79,G10
1997,634,3.86,G10
1998,273,4.12,G10
1999,684,3.58,G10
2000,815,3.64,G10
2001,277,4.36,G10
2002,607,3.98,G10
2003,712,3.87,G10
2004,743,4.0,G10
2005,795,3.93,G10
2006,726,4.11,G10
2007,818,3.85,G10
2008,573,4.17,G10
2009,695,3.89,G10
2010,725,4.01,G10
2011,529,3.0,G8
2012,795,3.84,G10
2013,714,3.54,G10
2014,559,3.89,G10
2015,893,3.25,G9
2016,694,4.06,G10
2017,575,3.99,G10
2018,711,4.16,G10
2019,534,3.68,G10
2020,324,4.19,G10
2021,427,3.5,G9
2022,171,3.61,G10
2023,537,3.94,G10
2024,545,3.97,G10
2025,844,3.57,G10
2026,680,3.88,G10
2027,621,3.99,G10
2028,768,3.35,G9
2029,657,3.5,G9
2030,578,3.98,G10
2031,640,3.93,G10
2032,976,3.65,G10
2033,390,4.07,G10
2034,683,3.89,G10
2035,688,3.39,G9
2036,396,4.12,G10
2037,758,3.88,G10
2038,542,3.85,G10
2039,848,4.17,G10
2040,621,4.37,G10
2041,937,3.54,G10
2042,385,3.53,G10
2043,877,4.29,G10
2044,705,3.74,G10
2045,772,3.69,G10
2046,621,2.89,G8
2047,818,3.82,G10
2048,608,3.68,G10
2049,849,3.99,G10
2050,442,4.1,G10
2051,710,3.88,G10
2052,613,3.91,G10
2053,870,4.03,G10
2054,722,3.7,G10
2055,648,4.01,G10
2056,683,3.91,G10
2057,693,3.69,G10
2058,662,4.01,G10
2059,526,4.18,G10
2060,406,4.14,G10
2061,538,3.91,G10
2062,560,3.85,G10
2063,747,3.86,G10
2064,551,4.27,G10
2065,583,3.84,G10
2066,799,3.99,G10
2067,546,3.68,G10
2068,667,3.79,G10
2069,494,3.57,G10
2070,247,3.9,G10
2071,713,4.04,G10
2072,330,4.07,G10
2073,481,3.91,G10
2074,686,3.99,G10
2075,496,3.65,G10
2076,730,3.49,G9
2077,612,3.4,G9
2078,885,4.29,G10
2079,723,3.8,G10
2080,350,3.85,G10
2081,750,4.48,G10
2082,303,3.91,G10
2083,484,4.05,G10
2084,725,4.16,G10
2085,759,3.71,G10
2086,887,4.14,G10
2087,675,3.59,G10
2088,743,3.64,G10
2089,887,3.76,G10
2090,734,4.04,G10
2091,550,4.09,G10
2092,305,4.23,G10
2093,532,4.57,G10
2094,833,3.84,G10
2095,828,4.38,G10
2096,565,4.05,G10
2097,500,3.9,G10
2098,692,3.87,G10
2099,323,4.17,G10
2100,132,4.35,G10
2101,560,4.61,G10
2102,742,3.71,G10
2103,633,4.24,G10
2104,638,4.03,G10
2105,651,3.94,G10
2106,426,4.29,G10
2107,776,3.73,G10
2108,228,4.04,G10
2109,861,3.85,G10
2110,405,4.16,G10
2111,458,4.06,G10
2112,593,4.05,G10
2113,543,3.93,G10
2114,653,3.9,G10
2115,512,4.13,G10
2116,649,3.89,G10
2117,571,3.73,G10
2118,796,4.21,G10
2119,498,3.79,G10
2120,551,4.0,G10
2121,675,4.0,G10
2122,379,3.46,G9
2123,632,3.96,G10
2124,965,3.74,G10
2125,795,3.95,G10
2126,644,4.05,G10
2127,650,4.21,G10
2128,794,3.91,G10
2129,514,3.85,G10
2130,531,3.8,G10
2131,554,3.86,G10
2132,296,3.88,G10
2133,758,3.73,G10
2134,572,3.47,G9
2135,688,4.1,G10
2136,788,2.93,G8
2137,644,3.74,G10
2138,798,3.89,G10
2139,262,4.22,G10
2140,566,4.14,G10
2141,528,4.23,G10
2142,756,3.95,G10
2143,467,4.16,G10
2144,535,4.14,G10
2145,388,3.87,G10
2146,242,3.91,G10
2147,848,3.55,G10
2148,498,3.56,G10
2149,445,4.58,G10
2150,682,3.91,G10
2151,251,4.31,G10
2152,404,3.74,G10
2153,580,3.94,G10
2154,634,4.06,G10
2155,911,3.37,G9
2156,628,3.66,G10
2157,594,4.14,G10
2158,785,4.05,G10
2159,511,4.13,G10
2160,569,4.38,G10
2161,423,4.25,G10
2162,338,3.54,G10
2163,544,3.51,G10
2164,484,4.1,G10
2165,399,3.85,G10
2166,229,4.14,G10
2167,652,4.58,G10
2168,678,4.1,G10
2169,556,3.48,G9
2170,746,4.02,G10
2171,251,3.2,G9
2172,669,4.07,G10
2173,591,3.62,G10
2174,375,4.25,G10
2175,433,4.3,G10
2176,611,4.36,G10
2177,500,3.9,G10
2178,546,4.31,G10
2179,573,3.59,G10
2180,558,3.82,G10
2181,772,4.21,G10
2182,467,3.93,G10
2183,576,3.9,G10
2184,760,3.85,G10
2185,601,4.03,G10
2186,472,4.06,G10
2187,487,3.83,G10
2188,777,3.9,G10
2189,621,3.98,G10
2190,875,3.83,G10
2191,280,3.93,G10
2192,783,3.42,G9
2193,709,3.12,G9
2194,618,4.43,G10
2195,608,3.85,G10
2196,699,3.92,G10
2197,719,3.73,G10
2198,746,3.97,G10
2199,862,4.08,G10
2200,303,3.87,G10
2201,501,3.53,G10
2202,435,3.17,G9
2203,591,3.98,G10
2204,771,3.54,G10
2205,326,4.4,G10
2206,353,3.54,G10
2207,665,3.89,G10
2208,463,3.8,G10
2209,719,4.53,G10
2210,633,4.08,G10
2211,513,3.71,G10
2212,653,3.71,G10
2213,764,3.98,G10
2214,751,3.88,G10
2215,775,3.87,G10
2216,492,3.57,G10
2217,462,4.11,G10
2218,589,3.86,G10
2219,659,3.46,G9
2220,333,3.9,G10
2221,682,3.79,G10
2222,206,4.29,G10
2223,525,4.06,G10
2224,702,4.03,G10
2225,547,3.81,G10
2226,440,4.29,G10
2227,435,3.74,G10
2228,499,3.84,G10
2229,540,3.36,G9
2230,701,4.13,G10
2231,259,3.83,G10
2232,422,3.65,G10
2233,482,3.78,G10
2234,569,3.61,G10
2235,619,3.86,G10
2236,350,4.4,G10
2237,656,4.26,G10
2238,433,4.04,G10
2239,489,4.01,G10
2240,719,3.68,G10
2241,575,3.93,G10
2242,639,3.89,G10
2243,382,2.98,G8
2244,528,4.62,G10
2245,683,4.11,G10
2246,408,3.95,G10
2247,565,4.05,G10
2248,366,4.02,G10
2249,496,3.53,G10
2250,589,3.83,G10
2251,511,3.79,G10
2252,703,3.57,G10
2253,444,4.03,G10
2254,631,3.99,G10
2255,458,3.95,G10
2256,217,4.47,G10
2257,641,4.05,G10
2258,407,4.03,G10
2259,705,3.76,G10
2260,752,4.23,G10
2261,660,3.95,G10
2262,577,3.92,G10
2263,254,4.29,G10
2264,737,3.9,G10
2265,451,3.94,G10
2266,282,4.34,G10
2267,515,4.09,G10
2268,555,3.8,G10
2269,579,4.12,G10
2270,639,3.64,G10
2271,856,4.19,G10
2272,360,4.35,G10
2273,397,3.93,G10
2274,714,3.93,G10
2275,582,4.32,G10
2276,548,3.91,G10
2277,624,3.93,G10
2278,607,3.48,G9
2279,547,3.89,G10
2280,284,3.68,G10
2281,665,3.73,G10
2282,603,3.81,G10
2283,446,3.47,G9
2284,612,3.33,G9
2285,550,4.06,G10
2286,439,3.61,G10
2287,614,4.24,G10
2288,601,3.91,G10
2289,643,4.04,G10
2290,447,4.08,G10
2291,545,3.83,G10
2292,326,4.22,G10
2293,622,3.77,G10
2294,532,3.83,G10
2295,534,3.92,G10
2296,608,4.01,G10
2297,580,3.9,G10
2298,596,3.96,G10
2299,658,4.33,G10
2300,469,4.24,G10
2301,547,4.06,G10
2302,564,3.19,G9
2303,687,4.0,G10
2304,613,3.65,G10
2305,360,3.9,G10
2306,643,4.22,G10
2307,650,3.56,G10
2308,143,3.63,G10
2309,460,3.76,G10
2310,405,4.19,G10
