user_id,nu,rating_percentile,ru
3538,89,16.38,3.58
3539,109,46.94,4.14
3540,134,81.37,3.4
3541,116,58.85,3.35
3542,117,60.41,3.75
3543,127,74.02,3.19
3544,119,63.38,4.09
3545,121,66.36,4.29
3546,141,86.99,3.98
3547,127,74.02,3.88
3548,128,75.17,3.99
3549,79,8.36,3.92
3550,102,34.73,3.89
3551,110,48.74,3.5
3552,114,55.65,4.04
3553,78,7.87,4.83
3554,89,16.38,3.81
3555,126,72.82,3.45
3556,68,4.12,5.0
3557,114,55.65,3.56
3558,125,71.57,3.89
3559,93,21.1,3.78
3560,100,31.41,3.96
3561,106,41.57,3.69
3562,145,89.56,3.65
3563,76,6.94,3.88
3564,122,67.7,3.12
3565,155,94.35,3.17
3566,146,90.17,4.12
3567,103,36.43,3.96
3568,127,74.02,3.8
3569,156,94.71,3.83
3570,87,14.35,4.17
3571,115,57.27,4.17
3572,112,52.22,4.12
3573,117,60.41,4.56
3574,152,93.14,3.09
3575,97,26.8,3.44
3576,123,69.06,3.89
3577,114,55.65,3.48
3578,149,91.83,3.53
3579,91,18.53,3.99
3580,170,98.25,3.85
3581,99,29.83,3.74
3582,141,86.99,3.61
3583,103,36.43,3.88
3584,133,80.37,3.48
3585,107,43.36,3.63
3586,92,19.77,3.88
3587,127,74.02,3.65
3588,118,61.89,4.23
3589,92,19.77,4.58
3590,101,33.07,3.9
3591,140,86.29,3.79
3592,89,16.38,4.13
3593,117,60.41,3.26
3594,95,23.83,3.77
3595,104,38.15,3.75
3596,107,43.36,3.69
3597,127,74.02,4.5
3598,141,86.99,4.09
3599,122,67.7,4.15
3600,151,92.72,3.75
3601,149,91.83,3.94
3602,123,69.06,4.48
3603,81,9.52,4.02
3604,78,7.87,3.78
3605,100,31.41,4.41
3606,50,1.72,4.36
3607,143,88.31,3.53
3608,132,79.43,3.36
3609,119,63.38,3.32
3610,152,93.14,3.26
3611,106,41.57,3.13
3612,91,18.53,3.59
3613,65,3.43,3.68
3614,84,11.57,3.57
3615,117,60.41,3.79
3616,85,12.38,3.62
3617,97,26.8,4.29
3618,125,71.57,4.67
3619,102,34.73,3.75
3620,100,31.41,4.28
3621,172,98.58,3.47
3622,118,61.89,3.79
3623,144,88.95,3.76
3624,146,90.17,3.84
3625,119,63.38,3.85
3626,102,34.73,4.23
3627,82,10.17,3.21
3628,106,41.57,4.35
3629,107,43.36,3.84
3630,120,64.93,4.22
3631,113,53.95,3.26
3632,99,29.83,3.76
3633,87,14.35,3.86
3634,98,28.34,3.78
3635,108,45.15,3.59
3636,80,8.92,4.75
3637,127,74.02,4.17
3638,114,55.65,4.32
3639,125,71.57,3.87
3640,115,57.27,4.31
3641,181,99.46,4.63
3642,143,88.31,3.7
3643,85,12.38,4.14
3644,114,55.65,3.35
3645,98,28.34,3.83
3646,133,80.37,3.53
3647,105,39.84,3.96
3648,72,5.35,3.61
3649,102,34.73,4.95
3650,97,26.8,3.35
3651,94,22.45,3.63
3652,104,38.15,3.58
3653,119,63.38,4.38
3654,109,46.94,4.07
3655,111,50.5,3.71
3656,166,97.51,3.33
3657,113,53.95,3.7
3658,100,31.41,3.65
3659,99,29.83,3.97
3660,102,34.73,3.71
3661,111,50.5,3.42
3662,185,99.68,4.13
3663,45,1.31,3.38
3664,96,25.28,3.74
3665,135,82.31,3.68
3666,118,61.89,3.45
3667,141,86.99,3.96
3668,125,71.57,4.01
3669,90,17.43,3.67
3670,118,61.89,3.96
3671,131,78.46,3.94
3672,134,81.37,3.72
3673,126,72.82,4.26
3674,142,87.65,4.33
3675,63,3.11,3.4
3676,112,52.22,4.21
3677,97,26.8,3.42
3678,127,74.02,3.86
3679,89,16.38,3.76
3680,91,18.53,3.44
3681,112,52.22,3.15
3682,105,39.84,4.25
3683,118,61.89,3.64
3684,143,88.31,3.48
3685,94,22.45,3.57
3686,151,92.72,3.88
3687,94,22.45,4.19
3688,173,98.71,4.09
3689,137,83.99,3.81
3690,91,18.53,3.63
3691,118,61.89,3.8
3692,102,34.73,4.03
3693,139,85.57,3.42
3694,123,69.06,3.64
3695,129,76.32,3.5
3696,121,66.36,3.13
3697,106,41.57,3.82
3698,127,74.02,3.45
3699,109,46.94,3.94
3700,106,41.57,3.08
3701,125,71.57,3.71
3702,110,48.74,4.04
3703,112,52.22,4.06
3704,53,1.98,3.15
3705,124,70.35,3.49
3706,131,78.46,3.9
3707,94,22.45,4.05
3708,113,53.95,3.69
3709,144,88.95,3.9
3710,127,74.02,3.88
3711,98,28.34,3.84
3712,110,48.74,3.11
3713,89,16.38,4.17
3714,125,71.57,3.6
3715,126,72.82,3.98
3716,92,19.77,4.34
3717,97,26.8,3.05
3718,112,52.22,4.16
3719,108,45.15,3.61
3720,144,88.95,3.96
3721,175,98.94,3.71
3722,116,58.85,4.04
3723,117,60.41,3.16
3724,138,84.81,3.51
3725,76,6.94,3.46
3726,107,43.36,3.28
3727,87,14.35,3.84
3728,133,80.37,3.97
3729,118,61.89,4.44
3730,114,55.65,3.48
3731,101,33.07,3.95
3732,111,50.5,4.12
3733,115,57.27,4.23
3734,101,33.07,3.61
3735,142,87.65,3.48
3736,127,74.02,3.77
3737,108,45.15,3.66
3738,117,60.41,3.63
3739,193,99.94,4.27
3740,132,79.43,3.6
3741,139,85.57,3.71
3742,134,81.37,4.1
3743,49,1.64,3.55
3744,109,46.94,3.31
3745,144,88.95,3.64
3746,103,36.43,3.81
3747,117,60.41,4.09
3748,125,71.57,3.72
3749,117,60.41,3.19
3750,102,34.73,3.84
3751,75,6.52,3.91
3752,139,85.57,3.44
3753,102,34.73,3.22
3754,146,90.17,3.66
3755,115,57.27,3.65
3756,95,23.83,3.95
3757,170,98.25,4.48
3758,118,61.89,4.24
3759,106,41.57,3.93
3760,103,36.43,4.32
3761,156,94.71,3.68
3762,106,41.57,3.92
3763,111,50.5,4.41
3764,67,3.84,4.45
3765,86,13.32,3.91
3766,124,70.35,3.39
3767,151,92.72,4.33
3768,124,70.35,3.8
3769,91,18.53,3.9
3770,87,14.35,3.55
3771,141,86.99,3.62
3772,150,92.28,3.6
3773,115,57.27,3.64
3774,127,74.02,3.53
3775,123,69.06,4.02
3776,101,33.07,3.05
3777,99,29.83,4.1
3778,123,69.06,3.64
3779,139,85.57,3.76
3780,112,52.22,3.96
3781,138,84.81,3.46
3782,118,61.89,4.27
3783,103,36.43,3.62
3784,132,79.43,3.75
3785,158,95.43,3.79
3786,165,97.29,4.13
3787,131,78.46,3.82
3788,152,93.14,3.82
3789,103,36.43,3.64
3790,111,50.5,3.71
3791,121,66.36,3.55
3792,116,58.85,4.22
3793,121,66.36,3.17
3794,113,53.95,3.94
3795,126,72.82,3.33
3796,166,97.51,3.88
3797,131,78.46,4.24
3798,120,64.93,3.52
3799,104,38.15,3.74
3800,114,55.65,3.43
3801,117,60.41,3.52
3802,108,45.15,3.61
3803,151,92.72,3.42
3804,105,39.84,3.84
3805,103,36.43,3.18
3806,97,26.8,3.19
3807,104,38.15,3.96
3808,116,58.85,4.55
3809,116,58.85,3.63
3810,97,26.8,3.79
3811,95,23.83,3.67
3812,92,19.77,3.64
3813,108,45.15,4.59
3814,82,10.17,3.74
3815,109,46.94,3.96
3816,114,55.65,4.59
3817,117,60.41,3.25
3818,104,38.15,3.77
3819,99,29.83,3.98
3820,144,88.95,3.13
3821,134,81.37,3.57
3822,119,63.38,3.92
3823,94,22.45,4.09
3824,123,69.06,3.36
3825,101,33.07,4.27
3826,126,72.82,3.1
3827,179,99.33,2.99
3828,91,18.53,3.09
3829,148,91.33,3.65
3830,110,48.74,3.63
3831,117,60.41,3.2
3832,100,31.41,3.43
3833,86,13.32,3.79
3834,94,22.45,3.77
3835,88,15.37,3.58
3836,116,58.85,3.92
3837,109,46.94,4.29
3838,100,31.41,3.28
3839,108,45.15,3.31
3840,137,83.99,4.24
3841,118,61.89,3.85
3842,122,67.7,4.45
3843,148,91.33,3.81
3844,127,74.02,3.69
3845,103,36.43,3.36
3846,120,64.93,3.32
3847,90,17.43,4.02
3848,125,71.57,4.02
3849,144,88.95,3.67
3850,152,93.14,3.77
3851,84,11.57,3.82
3852,98,28.34,3.38
3853,151,92.72,3.88
3854,100,31.41,3.65
3855,108,45.15,3.79
3856,165,97.29,3.67
3857,160,96.04,3.39
3858,119,63.38,3.4
3859,131,78.46,4.05
3860,121,66.36,3.62
3861,120,64.93,3.84
3862,130,77.42,4.46
3863,80,8.92,3.92
3864,138,84.81,3.7
3865,136,83.15,3.58
3866,126,72.82,3.33
3867,80,8.92,3.11
3868,110,48.74,3.99
3869,105,39.84,3.99
3870,111,50.5,4.12
3871,108,45.15,4.01
3872,128,75.17,3.63
3873,105,39.84,3.75
3874,123,69.06,4.01
3875,96,25.28,3.78
3876,98,28.34,4.08
3877,128,75.17,4.04
3878,137,83.99,3.35
3879,154,93.96,3.3
3880,108,45.15,3.68
3881,136,83.15,3.9
3882,113,53.95,3.89
3883,99,29.83,3.35
3884,129,76.32,4.07
3885,114,55.65,3.43
3886,108,45.15,4.99
3887,166,97.51,3.9
3888,104,38.15,3.69
3889,99,29.83,3.62
3890,88,15.37,3.5
3891,110,48.74,3.75
3892,148,91.33,3.59
3893,156,94.71,4.92
3894,142,87.65,2.77
3895,118,61.89,3.81
3896,104,38.15,4.11
3897,96,25.28,3.77
3898,130,77.42,3.68
3899,116,58.85,3.78
3900,132,79.43,3.35
3901,120,64.93,3.93
3902,139,85.57,3.62
3903,108,45.15,4.01
3904,113,53.95,3.84
3905,116,58.85,3.61
3906,129,76.32,4.05
3907,139,85.57,3.21
3908,161,96.31,3.77
3909,57,2.36,3.74
3910,112,52.22,3.79
3911,137,83.99,3.58
3912,117,60.41,4.03
3913,85,12.38,4.35
3914,103,36.43,3.76
3915,112,52.22,3.54
3916,108,45.15,4.0
3917,100,31.41,3.86
3918,177,99.15,3.6
3919,148,91.33,3.88
3920,137,83.99,3.8
3921,119,63.38,4.06
3922,188,99.8,4.16
3923,103,36.43,3.5
3924,99,29.83,3.69
3925,110,48.74,4.03
3926,118,61.89,4.47
3927,109,46.94,3.65
3928,93,21.1,3.81
3929,71,5.01,3.8
3930,102,34.73,3.34
3931,100,31.41,3.32
3932,113,53.95,3.2
3933,109,46.94,3.7
3934,106,41.57,3.58
3935,166,97.51,3.92
3936,124,70.35,4.16
3937,123,69.06,3.66
3938,143,88.31,3.4
3939,108,45.15,3.72
3940,144,88.95,3.78
3941,91,18.53,4.12
3942,116,58.85,4.09
3943,164,97.06,3.75
3944,110,48.74,3.95
3945,111,50.5,3.26
3946,101,33.07,3.61
3947,110,48.74,3.65
3948,148,91.33,3.99
3949,95,23.83,4.32
3950,88,15.37,3.91
3951,95,23.83,3.52
3952,99,29.83,3.77
3953,117,60.41,3.86
3954,122,67.7,4.16
3955,117,60.41,3.68
3956,124,70.35,4.77
3957,108,45.15,3.6
3958,105,39.84,3.7
3959,107,43.36,4.15
3960,147,90.78,3.56
3961,86,13.32,3.59
3962,121,66.36,4.05
3963,109,46.94,3.83
3964,129,76.32,4.24
3965,104,38.15,3.67
3966,93,21.1,3.35
3967,108,45.15,3.22
3968,139,85.57,3.68
3969,161,96.31,2.9
3970,130,77.42,3.89
3971,152,93.14,3.73
3972,80,8.92,4.1
3973,120,64.93,4.09
3974,116,58.85,3.92
3975,115,57.27,3.27
3976,136,83.15,4.08
3977,118,61.89,3.79
3978,128,75.17,3.55
3979,122,67.7,3.39
3980,123,69.06,3.98
3981,109,46.94,4.01
3982,170,98.25,3.86
3983,100,31.41,3.43
3984,124,70.35,3.33
3985,98,28.34,4.8
3986,146,90.17,4.49
3987,118,61.89,4.18
3988,112,52.22,3.7
3989,105,39.84,3.59
3990,115,57.27,3.9
3991,141,86.99,4.1
3992,109,46.94,3.64
3993,83,10.86,3.16
3994,110,48.74,4.46
3995,106,41.57,3.93
3996,162,96.57,3.91
3997,102,34.73,3.86
3998,129,76.32,3.52
3999,100,31.41,3.96
4000,164,97.06,3.87
4001,97,26.8,3.75
4002,143,88.31,3.68
4003,109,46.94,4.44
4004,144,88.95,3.5
4005,164,97.06,3.33
4006,125,71.57,3.38
4007,135,82.31,3.84
4008,107,43.36,3.89
4009,143,88.31,4.5
4010,101,33.07,4.08
4011,98,28.34,3.94
4012,136,83.15,3.79
4013,110,48.74,4.43
4014,131,78.46,4.0
4015,137,83.99,3.63
4016,100,31.41,3.59
4017,138,84.81,3.88
4018,94,22.45,3.95
4019,149,91.83,4.13
4020,129,76.32,3.74
4021,124,70.35,3.97
4022,139,85.57,3.16
4023,117,60.41,3.26
4024,105,39.84,3.7
4025,160,96.04,3.61
4026,101,33.07,3.99
4027,162,96.57,3.48
4028,115,57.27,3.46
4029,112,52.22,3.82
4030,116,58.85,3.85
4031,105,39.84,3.42
4032,130,77.42,3.28
4033,78,7.87,4.24
4034,94,22.45,3.3
4035,154,93.96,3.39
4036,100,31.41,4.16
4037,113,53.95,4.07
4038,140,86.29,4.44
4039,110,48.74,3.74
4040,113,53.95,3.81
4041,110,48.74,3.94
4042,96,25.28,3.6
4043,110,48.74,3.65
4044,176,99.05,4.1
4045,68,4.12,4.66
4046,96,25.28,3.81
4047,109,46.94,3.9
4048,67,3.84,3.27
4049,146,90.17,3.62
4050,124,70.35,3.6
4051,115,57.27,4.31
4052,164,97.06,3.75
4053,92,19.77,3.7
4054,120,64.93,3.82
4055,99,29.83,4.01
4056,109,46.94,3.6
4057,126,72.82,3.82
4058,133,80.37,3.56
4059,104,38.15,4.15
4060,114,55.65,3.27
4061,168,97.9,3.36
4062,84,11.57,3.9
4063,108,45.15,3.24
4064,106,41.57,3.12
4065,92,19.77,4.01
4066,143,88.31,4.0
4067,121,66.36,3.88
4068,146,90.17,3.44
4069,111,50.5,3.89
4070,83,10.86,4.08
4071,168,97.9,3.3
4072,138,84.81,3.98
4073,130,77.42,3.82
4074,117,60.41,3.88
4075,128,75.17,4.38
4076,139,85.57,3.76
4077,78,7.87,3.86
4078,87,14.35,3.66
4079,93,21.1,3.31
4080,129,76.32,3.81
4081,98,28.34,3.07
4082,70,4.69,3.81
4083,113,53.95,4.19
4084,145,89.56,3.43
4085,147,90.78,3.63
4086,120,64.93,3.77
4087,118,61.89,4.39
4088,156,94.71,4.13
4089,145,89.56,3.35
4090,120,64.93,3.41
4091,108,45.15,3.84
4092,95,23.83,4.2
4093,134,81.37,3.79
4094,102,34.73,3.72
4095,109,46.94,4.07
4096,164,97.06,4.16
4097,112,52.22,4.35
4098,117,60.41,3.38
4099,111,50.5,3.32
4100,114,55.65,3.71
4101,144,88.95,3.38
4102,137,83.99,3.92
4103,114,55.65,3.46
4104,140,86.29,3.6
4105,110,48.74,4.26
4106,102,34.73,3.46
4107,159,95.75,3.62
4108,106,41.57,3.85
4109,114,55.65,3.76
4110,130,77.42,3.82
4111,144,88.95,4.01
4112,110,48.74,4.45
4113,128,75.17,3.52
4114,123,69.06,4.05
4115,85,12.38,3.67
4116,71,5.01,4.04
4117,119,63.38,3.78
4118,104,38.15,3.52
4119,119,63.38,3.63
4120,124,70.35,3.98
4121,139,85.57,2.93
4122,105,39.84,3.69
4123,117,60.41,2.85
4124,144,88.95,4.13
4125,71,5.01,3.83
4126,116,58.85,3.96
4127,159,95.75,3.96
4128,151,92.72,3.62
4129,100,31.41,3.73
4130,118,61.89,3.31
4131,127,74.02,4.26
4132,117,60.41,4.06
4133,157,95.08,4.18
4134,131,78.46,5.0
4135,118,61.89,3.69
4136,99,29.83,3.61
4137,133,80.37,3.14
4138,131,78.46,3.55
4139,129,76.32,4.0
4140,112,52.22,4.14
4141,119,63.38,4.08
4142,118,61.89,3.25
4143,96,25.28,4.1
4144,113,53.95,4.31
4145,106,41.57,3.95
4146,124,70.35,3.4
4147,179,99.33,3.83
4148,101,33.07,3.99
4149,125,71.57,3.95
4150,95,23.83,3.58
4151,73,5.7,3.88
4152,127,74.02,4.48
4153,144,88.95,4.02
4154,105,39.84,3.77
4155,115,57.27,3.63
4156,82,10.17,3.78
4157,103,36.43,4.12
4158,100,31.41,4.54
4159,105,39.84,3.43
4160,108,45.15,3.49
4161,103,36.43,3.86
4162,122,67.7,3.39
4163,132,79.43,3.0
4164,102,34.73,4.41
4165,128,75.17,4.05
4166,142,87.65,3.8
4167,128,75.17,3.74
4168,96,25.28,3.36
4169,115,57.27,4.1
4170,133,80.37,3.89
4171,110,48.74,3.75
4172,111,50.5,3.94
4173,119,63.38,3.8
4174,118,61.89,3.58
4175,102,34.73,3.25
4176,134,81.37,3.84
4177,146,90.17,4.23
4178,109,46.94,3.59
4179,138,84.81,2.98
4180,147,90.78,3.85
4181,126,72.82,4.1
4182,51,1.8,3.59
4183,106,41.57,3.6
4184,145,89.56,3.98
4185,89,16.38,4.46
4186,108,45.15,3.19
4187,109,46.94,3.4
4188,84,11.57,3.7
4189,115,57.27,4.16
4190,122,67.7,3.59
4191,97,26.8,3.91
4192,136,83.15,3.84
4193,134,81.37,3.46
4194,99,29.83,3.37
4195,106,41.57,3.67
4196,97,26.8,3.7
4197,92,19.77,3.97
4198,95,23.83,3.59
4199,120,64.93,3.85
4200,154,93.96,2.91
4201,149,91.83,3.54
4202,112,52.22,3.79
4203,150,92.28,3.39
4204,115,57.27,4.0
4205,112,52.22,3.88
4206,95,23.83,3.76
4207,110,48.74,3.66
4208,101,33.07,3.85
4209,92,19.77,3.46
4210,147,90.78,3.91
4211,52,1.89,3.73
4212,172,98.58,4.28
4213,130,77.42,3.56
4214,98,28.34,4.02
4215,103,36.43,3.77
4216,122,67.7,3.84
4217,123,69.06,3.82
4218,116,58.85,3.91
4219,116,58.85,3.6
4220,137,83.99,4.12
4221,121,66.36,3.73
4222,134,81.37,4.1
4223,97,26.8,4.14
4224,106,41.57,3.9
4225,98,28.34,3.71
4226,125,71.57,3.55
4227,117,60.41,3.47
4228,104,38.15,4.23
4229,106,41.57,3.28
4230,106,41.57,4.49
4231,107,43.36,3.2
4232,96,25.28,3.91
4233,166,97.51,3.41
4234,153,93.54,3.85
4235,144,88.95,3.9
4236,153,93.54,2.85
4237,125,71.57,4.25
4238,138,84.81,3.36
4239,119,63.38,3.57
4240,131,78.46,3.08
4241,157,95.08,3.5
4242,163,96.82,4.04
4243,108,45.15,4.01
4244,103,36.43,3.67
4245,71,5.01,4.2
4246,94,22.45,3.63
4247,121,66.36,4.13
4248,103,36.43,3.86
4249,106,41.57,3.84
4250,113,53.95,3.5
4251,124,70.35,3.92
4252,120,64.93,4.22
4253,117,60.41,3.93
4254,119,63.38,4.08
4255,96,25.28,3.92
4256,110,48.74,3.66
4257,104,38.15,3.98
4258,85,12.38,3.04
4259,115,57.27,4.01
4260,87,14.35,4.06
4261,92,19.77,3.17
4262,100,31.41,4.29
4263,150,92.28,3.35
4264,114,55.65,3.79
4265,118,61.89,3.45
4266,123,69.06,3.84
4267,95,23.83,3.32
4268,105,39.84,3.72
4269,148,91.33,4.01
4270,77,7.39,3.81
4271,109,46.94,3.71
4272,100,31.41,3.97
4273,155,94.35,3.87
4274,147,90.78,4.46
4275,138,84.81,3.4
4276,147,90.78,3.73
4277,103,36.43,3.68
4278,101,33.07,4.48
4279,118,61.89,4.58
4280,175,98.94,3.32
4281,112,52.22,3.77
4282,136,83.15,3.68
4283,124,70.35,3.69
4284,164,97.06,3.52
4285,103,36.43,3.92
4286,111,50.5,3.9
4287,81,9.52,4.12
4288,102,34.73,3.42
4289,169,98.07,3.99
4290,102,34.73,3.89
4291,119,63.38,3.47
4292,120,64.93,3.61
4293,128,75.17,4.27
4294,117,60.41,3.41
4295,132,79.43,3.7
4296,75,6.52,4.56
4297,116,58.85,3.84
4298,133,80.37,3.53
4299,100,31.41,3.65
4300,129,76.32,3.43
4301,125,71.57,3.88
4302,141,86.99,3.91
4303,120,64.93,3.92
4304,81,9.52,4.37
4305,110,48.74,3.16
4306,128,75.17,3.61
4307,103,36.43,3.35
4308,102,34.73,4.39
4309,97,26.8,3.45
4310,97,26.8,3.53
4311,132,79.43,3.89
4312,119,63.38,3.37
4313,139,85.57,3.24
4314,162,96.57,3.83
4315,153,93.54,3.44
4316,92,19.77,3.49
4317,133,80.37,4.08
4318,105,39.84,3.42
4319,110,48.74,3.75
4320,85,12.38,4.07
4321,98,28.34,4.01
4322,98,28.34,3.62
4323,123,69.06,4.19
4324,113,53.95,4.29
4325,112,52.22,4.14
4326,126,72.82,4.08
4327,115,57.27,3.59
4328,111,50.5,3.95
4329,122,67.7,2.91
4330,100,31.41,3.9
4331,116,58.85,3.8
4332,129,76.32,3.6
4333,125,71.57,3.89
4334,143,88.31,4.33
4335,114,55.65,3.82
4336,101,33.07,3.94
4337,97,26.8,3.54
4338,91,18.53,3.56
4339,160,96.04,3.38
4340,108,45.15,3.88
4341,73,5.7,4.07
4342,134,81.37,4.35
4343,127,74.02,3.5
4344,93,21.1,4.42
4345,137,83.99,3.42
4346,135,82.31,3.59
4347,121,66.36,3.91
4348,138,84.81,3.61
4349,120,64.93,3.76
4350,138,84.81,4.2
4351,119,63.38,4.7
4352,108,45.15,3.87
4353,67,3.84,4.3
4354,83,10.86,4.49
4355,118,61.89,3.92
4356,99,29.83,4.14
4357,112,52.22,3.62
4358,154,93.96,3.68
4359,145,89.56,4.13
4360,109,46.94,4.4
4361,104,38.15,4.67
4362,141,86.99,4.19
4363,120,64.93,4.42
4364,110,48.74,3.95
4365,113,53.95,4.19
4366,153,93.54,3.44
4367,107,43.36,3.69
4368,111,50.5,3.52
4369,117,60.41,3.77
4370,95,23.83,4.15
4371,121,66.36,4.21
4372,113,53.95,3.98
4373,144,88.95,4.41
4374,113,53.95,3.61
4375,129,76.32,3.46
4376,133,80.37,3.35
4377,117,60.41,3.44
4378,115,57.27,3.17
4379,123,69.06,3.76
4380,117,60.41,3.68
4381,100,31.41,3.6
4382,120,64.93,3.36
4383,141,86.99,4.01
4384,116,58.85,3.88
4385,140,86.29,3.56
4386,95,23.83,4.75
4387,97,26.8,3.95
4388,122,67.7,4.1
4389,97,26.8,3.62
4390,116,58.85,3.44
4391,137,83.99,2.95
4392,110,48.74,3.6
4393,111,50.5,3.64
4394,96,25.28,3.49
4395,96,25.28,3.61
4396,138,84.81,4.01
4397,94,22.45,3.69
4398,69,4.4,3.28
4399,151,92.72,3.93
4400,107,43.36,4.09
4401,111,50.5,3.41
4402,98,28.34,3.8
4403,134,81.37,3.72
4404,125,71.57,4.06
4405,119,63.38,3.97
4406,134,81.37,3.32
4407,86,13.32,3.85
4408,107,43.36,4.21
4409,100,31.41,4.3
4410,157,95.08,3.62
4411,134,81.37,3.87
4412,114,55.65,3.59
4413,94,22.45,3.72
4414,146,90.17,3.12
4415,92,19.77,3.71
4416,129,76.32,3.71
4417,145,89.56,3.93
4418,104,38.15,3.94
4419,89,16.38,3.94
4420,110,48.74,4.55
4421,118,61.89,4.47
4422,128,75.17,2.8
4423,149,91.83,3.18
4424,100,31.41,4.09
4425,134,81.37,3.83
4426,133,80.37,3.77
4427,158,95.43,3.47
4428,131,78.46,3.5
4429,148,91.33,3.72
4430,152,93.14,4.14
4431,84,11.57,3.87
4432,99,29.83,3.45
4433,136,83.15,3.36
4434,128,75.17,3.34
4435,114,55.65,3.49
4436,101,33.07,3.61
4437,106,41.57,3.75
4438,79,8.36,3.7
4439,103,36.43,3.4
4440,163,96.82,3.94
4441,110,48.74,3.14
4442,100,31.41,4.56
4443,118,61.89,3.33
4444,157,95.08,3.85
4445,97,26.8,3.76
4446,126,72.82,3.39
4447,135,82.31,3.76
4448,99,29.83,3.86
4449,102,34.73,3.65
4450,117,60.41,3.89
4451,113,53.95,4.13
4452,107,43.36,4.1
4453,84,11.57,3.56
4454,154,93.96,3.86
4455,91,18.53,3.92
4456,95,23.83,3.69
4457,135,82.31,3.6
4458,120,64.93,3.81
4459,132,79.43,3.68
4460,101,33.07,3.91
4461,105,39.84,3.84
4462,110,48.74,4.0
4463,101,33.07,3.85
4464,110,48.74,3.93
4465,123,69.06,3.85
4466,123,69.06,3.69
4467,141,86.99,3.76
4468,130,77.42,3.85
4469,86,13.32,3.5
4470,162,96.57,3.45
4471,86,13.32,3.44
4472,32,0.47,4.28
4473,92,19.77,3.64
4474,119,63.38,3.25
4475,103,36.43,3.64
4476,99,29.83,3.89
4477,110,48.74,2.73
4478,113,53.95,4.04
4479,147,90.78,3.39
4480,144,88.95,3.92
4481,147,90.78,3.9
4482,132,79.43,3.48
4483,93,21.1,3.29
4484,99,29.83,3.65
4485,133,80.37,3.95
4486,105,39.84,4.0
4487,140,86.29,3.51
4488,83,10.86,4.01
4489,147,90.78,3.37
4490,171,98.42,3.97
4491,109,46.94,3.87
4492,80,8.92,4.26
4493,112,52.22,3.98
4494,127,74.02,3.44
4495,116,58.85,4.1
4496,83,10.86,3.96
4497,147,90.78,3.84
4498,124,70.35,3.34
4499,92,19.77,4.18
4500,112,52.22,3.82
4501,98,28.34,3.83
4502,96,25.28,4.08
4503,116,58.85,3.28
4504,137,83.99,3.9
4505,114,55.65,4.28
4506,104,38.15,3.66
4507,98,28.34,4.22
4508,82,10.17,4.51
4509,157,95.08,3.47
4510,96,25.28,3.88
4511,107,43.36,3.6
4512,123,69.06,4.21
4513,94,22.45,3.52
4514,136,83.15,2.95
4515,101,33.07,3.85
4516,109,46.94,3.84
4517,113,53.95,3.81
4518,107,43.36,4.94
4519,125,71.57,4.02
4520,109,46.94,3.15
4521,155,94.35,3.58
4522,90,17.43,3.34
4523,157,95.08,3.65
4524,126,72.82,4.67
4525,126,72.82,4.19
4526,131,78.46,3.62
4527,76,6.94,3.7
4528,73,5.7,3.56
4529,95,23.83,3.57
4530,116,58.85,3.39
4531,110,48.74,3.45
4532,101,33.07,4.05
4533,108,45.15,4.12
4534,92,19.77,4.09
4535,116,58.85,4.09
4536,184,99.63,3.28
4537,117,60.41,3.28
4538,108,45.15,4.31
4539,94,22.45,3.11
4540,85,12.38,3.94
4541,147,90.78,3.68
4542,109,46.94,3.87
4543,114,55.65,3.36
4544,130,77.42,4.07
4545,125,71.57,3.71
4546,116,58.85,3.68
4547,128,75.17,4.13
4548,116,58.85,3.73
4549,112,52.22,3.48
4550,108,45.15,4.02
4551,119,63.38,4.45
4552,154,93.96,3.29
4553,115,57.27,3.56
4554,86,13.32,4.16
4555,127,74.02,3.91
4556,136,83.15,3.4
4557,101,33.07,3.62
4558,155,94.35,3.14
4559,100,31.41,3.35
4560,107,43.36,4.23
4561,123,69.06,3.47
4562,130,77.42,3.42
4563,97,26.8,4.32
4564,110,48.74,3.71
4565,96,25.28,3.61
4566,98,28.34,3.51
4567,121,66.36,3.56
4568,123,69.06,3.87
4569,118,61.89,2.89
4570,108,45.15,4.16
4571,120,64.93,3.31
4572,120,64.93,3.42
4573,103,36.43,3.94
4574,105,39.84,4.04
4575,165,97.29,4.07
4576,107,43.36,3.76
4577,88,15.37,3.83
4578,128,75.17,3.75
4579,96,25.28,4.22
4580,129,76.32,4.05
4581,127,74.02,3.83
4582,92,19.77,3.36
4583,133,80.37,3.88
4584,100,31.41,4.19
4585,134,81.37,3.69
4586,124,70.35,3.82
4587,143,88.31,3.59
4588,136,83.15,3.35
4589,131,78.46,3.81
4590,110,48.74,3.87
4591,113,53.95,4.16
4592,134,81.37,3.96
4593,100,31.41,3.19
4594,88,15.37,4.57
4595,125,71.57,3.58
4596,136,83.15,3.57
4597,126,72.82,3.58
4598,129,76.32,3.95
4599,131,78.46,3.39
4600,84,11.57,4.04
4601,78,7.87,3.71
4602,113,53.95,4.15
4603,120,64.93,3.05
4604,95,23.83,3.26
4605,143,88.31,3.8
4606,184,99.63,3.72
4607,96,25.28,4.28
4608,121,66.36,3.61
4609,93,21.1,3.82
4610,120,64.93,4.25
4611,80,8.92,4.15
4612,102,34.73,3.39
